Author Name,Rating,Review Text,Review Date,Sentiment (Rating-Based)
Fatima alhussian,5,"القهوه رائعه ولذيذه بجميع انواعها
اشكر الموظف تركي  على حسن التعامل  والرقي  في الاستقبال
ادعو الجميع لارتشاف القهوه اللذيذه",2023-11-10 15:44:31.099000+00:00,Positive
Ahmad MR,4,"الإيجابيات:
- قهوتهم ربما تكون من أفضل أنواع القهوة في المدينة. يتميز مشروبهم ""فلات وايت"" بقوام متوسط ومذاق حلو في الفم.
- خيارات حلويات رائعة.
- الماء المجاني في موزع فخاري لمسة رائعة، وأتمنى أن يتعلم كل مقهى منهم. يجب أن يكون الماء المجاني ضروريًا في المقاهي.
- الطاولات مناسبة للدراسة أو العمل.
- الموظفون ودودون للغاية ومرحبون.

السلبيات:
- لا توجد مواقف سيارات كثيرة إلا إذا ركنت سيارتك في الموقف الفارغ المؤقت.
- منطقة الجلوس الداخلية خانقة، وتشعر وكأنك جالس في مستودع.",2023-11-09 15:07:43.072000+00:00,Positive
hesa fahad,5,القهوة اكثر من رائعة 💛,2023-11-08 15:26:29.884000+00:00,Positive
abdulrahman S,5,الصراحة أفضل قهوة ممكن تذوقها بالرياض بعد تجارب كثير ، الله يوفقهم ❤️,2023-11-07 19:08:40.517000+00:00,Positive
Abdulrhman Aa,4,"قهوه جميله
لكن ازعاج التحميص بعد الظهر يسبب الصداع",2023-11-07 11:49:39.505000+00:00,Positive
ali alali,2,"لا يوجد مواقف كافية للمحل
الجو العام غير مناسب للعمل أو الاجتماع بسبب ازعاج وحركة الزباين الكثيرة في المكان
وللأمانة ما طلبت منهم وقفت في سرا طويل للطلب ورأيت المكان غير مناسب وخرجت",2023-11-06 05:25:54.830000+00:00,Negative
CR7,5,جميل جدا ❤️,2023-11-04 14:09:41.396000+00:00,Positive
حُسَينْ,4,مقهى ومحمصة؛ تصميم جميل وهادي وبدون موسيقى؛ جلسات داخلية وخارجية؛ محاصيل متنوعة وقائمة حلى متنوعة؛ تجربتي ايس دريب كولمبي وكان جيد ولكن مو مميز؛ زيارتي كانت لتجربة الاثيوبي الفاخر ولكن للاسف كان مخلص؛ ايضاً جربت السينابون وكان لذيذ؛ الخدمة ممتازة والأسعار جيدة؛ له زيارة اخرى للتجربة.,2023-11-04 09:10:19.069000+00:00,Positive
M21,5,قهوه ولا ألذ❤️,2023-11-02 19:11:47.296000+00:00,Positive
meshal,5,خدمه عملائهم مو تاخذ القلب الا اللي بعدها ربي يسعدهم كل مره اجيهم يكرموني و يسعدوني اكثر 🤍 و متحمسين لمفاجئتكم الجديده 😎🤍,2023-11-02 05:27:27.430000+00:00,Positive
R.,5,"افضل قهوة صباحيه
الموظفين السعوديين اللي فيه شاطرين 👍🏻",2023-10-30 04:40:28.698000+00:00,Positive
D,5,القهوه والخدمة 👍👍,2023-10-29 17:41:55.896000+00:00,Positive
ام يوسف,5,"شفل…. المعروف لا يعرف

انواع قهوه متميزه

انا عجبني الكولمبيا

الخدمه سريعه
لطيفين وبشوشين",2023-10-29 08:16:51.054000+00:00,Positive
Someone,5,"الموظف تركي الله يسعده قد ماسعدني، انسان محترم ويستاهل كل الخير خلوق وابتسامته تشرح الصدر الله يسعده 🤍🤍

المكان مرتب ونظيف وريحته تفتح النفس ان شاءالله لي زيارة ثانية.
جودة الحلى والقهوة ممتازة جدا وعنددهم محاصيل اشكال وانواع جربو المكان ماراح تندمون 🤍",2023-10-26 21:53:05.681000+00:00,Positive
Sarah,5,من ألذ القهاوي بالرياض,2023-10-26 04:11:19.322000+00:00,Positive
Budur Abdullah,5,جلساتهم حلوه و القهوه حلوه المركديه ما اعجبني .,2023-10-26 00:19:38.348000+00:00,Positive
Amal MK,5,القهوة جداً لذيذة ،، والباريستا تركي بدع 😋🤩,2023-10-25 18:41:23.828000+00:00,Positive
Sh.q,5,مثل العادة، انواع كثير من القهوة ترضي كل الاذواق 🤝🏽,2023-10-25 08:46:14.760000+00:00,Positive
Atheer Alqhtani,5,الفلات وايت مضبوط,2023-10-22 20:23:27.456000+00:00,Positive
Basmah M,5,المكان جميل ورايق الصباح، الفلات وايت حلو.,2023-10-21 09:30:10.832000+00:00,Positive
خالد القحطاني,5,والله من افضل المحامص في الرياض والي حببني فيها اكثر االي بل كاشير اتوقع اسمه تركي تعاملة راقي جدااا ❤️,2023-10-20 19:25:58.395000+00:00,Positive
FADWA FAHAD,5,اللاتيه موزون 👌🏻💯,2023-10-20 01:16:23.258000+00:00,Positive
Nuha Ahmad,5,"رائع جدًا، بيئة مريحة، إطلالة جميلة، تمنيت في أماكن أكثر وأوسع، ولو في كنبات يا سلام 🩵😂

- القهوة مثالية طلبتها مرتين ☕️
قهوة اليوم باردة - البن: كوستاريكا 🥜

- السينابون ساااااحر 🍮👌🏼

شكرًا لكم",2023-10-16 17:42:51.196000+00:00,Positive
فهد السبهان,5,مذاق القهوة عالي الجوده والمكان مناسب وجوده المنتجات,2023-10-14 22:11:29.488000+00:00,Positive
ابراهيم العبدان,5,قهوتهم لذيذة وجلساتهم رايقه والموظف تعامله عسل مكان يشرح الصدر,2023-10-14 00:31:36.931000+00:00,Positive
Abdulwahhab Ahmad,5,"جميل جدا، خدمة رائعة.
يستحق زيارة أخرى",2023-10-13 16:39:38.587000+00:00,Positive
Jody,5,واحدة من القهاوي اللذيذة 😋☕️,2023-10-11 04:13:11.472000+00:00,Positive
Albandri,4,قهوتكم لذيذة واحب اجي الكوفي لكن صوت المحمصة مزعج جدا شوفوا لة حل,2023-10-10 07:36:48.202000+00:00,Positive
Jum,5,البن فاخر جدًا,2023-10-07 14:16:58.596000+00:00,Positive
Mona Alfouzan,5,"الفلات وايت شهادتي فيه مجروحه
كريمي غني موزون مافيه سكر بس تحس بحلاوه
حرارته مضبوطه",2023-10-03 18:00:29.244000+00:00,Positive
RAWAN,5,"مكان جميل ☑️
الموظفين بشوشين وتعاملهم جميل ☑️💕
الله يبارك لهم",2023-10-02 07:47:59.992000+00:00,Positive
Yasser Alasmari,5,"محمصه غنيه عن التعريف
جربت بوكس المحاصيل للبيت
والفلات وايت وقهوة اليوم خطيره",2023-10-01 21:15:26.947000+00:00,Positive
O J,5,"اذا حبيت انك تشرب كوب فاااخر من القهوة عليك بهالمكان
جودة عااالية جدًا ماشاءالله تبارك الرحمن
سعر كوب القهوة اعتقد على حيب المحصول
جربت الكولومبي وكان بـ ٢١ ريال
مرتفع لكن يستحق التجربة
المكان شرح وجميل والاطلالة اجمل وتعامل الموظفين رائع",2023-09-30 17:09:45.522000+00:00,Positive
nora aqeeli,1,المكان لطيف لكن القهوة كانت شوية محروقة صراحة.  المكان ما ينفع جلسة صوت مكاين الطحن مزعج جدا مع الاسف، مع أن الديكوره متعوب عليه و جميل.,2023-09-30 09:00:53.508000+00:00,Negative
Hatoon K,5,اخذت منهم قهوة اليوم وكوكيز مجاناً باليوم الوطني لذيييذ رغم اني ما اكل كوكيز الا اني جربته وكان حلو👍🏼 واليوم عديت منهم ثاني احتجت موية للدوا بطريقي وجيت احااسب قال لي مجاناً 🫶🏻 الله يعطيكم العافية شكراً,2023-09-26 15:33:51.513000+00:00,Positive
Some Time,1,مغلق الصبح,2023-09-26 03:08:26.607000+00:00,Negative
Mohammed 1988,5,فلات وايت لذيذ جدًا وباريستا محترف. حبوب قهوة ممتازة.,2023-09-25 08:26:39+00:00,Positive
Reem Alnutaify,4,"الكوكييز ممتاز
سانسبستيان برضو حلوة
بس الكوكيز يفوز",2023-09-24 15:51:39.527000+00:00,Positive
Abeer Sam,5,"قهوه ممتاااازه مشاءالله دايم ازورره
الكوكيز لايفوتكم مرره لذيييذ فريش يخبزونه عندهم😋
لايوجد موسيقى الله يجزاهم الجنه المكان جد مريح مره😍",2023-09-23 19:32:52.630000+00:00,Positive
shouq,5,"اولاً اشكر تعاون الموظف بيسان وموظف الكاشير الله يسعدهم على لطفهم وابتسامتهم
ثانياً بن القهوة السعودية عندهم لذيذهههه هذي مو اول مره اخذ من عندهم ورجعت لذيذذه جدااا",2023-09-23 19:06:12.999000+00:00,Positive
Kh Al,5,تووبب التوب يا اقوى محمصه,2023-09-22 19:58:59.517000+00:00,Positive
Noorh Naseer,5,قهوتهم 👍🏻,2023-09-22 18:35:36.713000+00:00,Positive
Ali Alyaqoub,5,"يعطيكم العافية من اجمل الاماكن واقربها للقلب .. ياليت بس يتم التنبيه على الشباب في منطقة الكاشير بالتوضيح بين المحصول الفاخر والعادي

جزيل الشكر لكم",2023-09-22 11:18:32.101000+00:00,Positive
King,5,القهوة روعه والمكان جدا ممتاز ونظيف والخدمة توب التوب يستحق التجربة 👍🏻,2023-09-21 16:23:10.481000+00:00,Positive
Abdullah Bin FAHAD,5,اليوم كانت تجربتنا عند محمصة شفل وكان طلبي v 60 بن يمني الصراحه البن لا يعلى عليه فوق التقييم واهنيهم عليه واجواء الكافي رايقه على الصباح مره وحاب اقولهم استمرو ♥️,2023-09-21 09:30:00.290000+00:00,Positive
Fatimah al.Qhtani,5,من احلى الأماكن اللي احب اروح لها قبل الدوام .. المكان رايق والقهوه ممتازة والخدمة والطاقم رائعين 🤍,2023-09-20 06:54:22.008000+00:00,Positive
Osama. A,4,"القهوة اليمنية ب 30 ريال / غالية
موية غازية 8 ريال
المخبوزات والحلا متوسط
المكان هاديء",2023-09-16 09:29:23.224000+00:00,Positive
iLu J,5,القهوه عندهم جيده مره خصوصا الاثيوبي ✅,2023-09-15 20:42:01.669000+00:00,Positive
Wafa Sulaiman,5,"جربت التشيز اللي بالتوت لذيييذ جداً 10/10 👌🏻
الفلات وايت متاز اعطيه 9/ 10",2023-09-12 16:40:56.365000+00:00,Positive
Sarah HD,5,"جربت الفلات وايت كان لذيذ والخدمه كويسه 👍🏻 الحلى ما جربت شي
المكان بسيط وحلو",2023-09-11 19:16:42.005000+00:00,Positive
Dr. Mohammad alaql,5,"١- القهوة لذيذة
٢- انواع البن عندهم ممتازة
٣- داخلين في سوق الماتشا بقوة
٤- منتجات الافطار و والتشوكلت عندهم تعتبر سقنتشر خاص فيهم ولذيذة
٥- والاهم .. الموظفين رائعين جدا يحببونك بالمكان خصوصا ملك قهوة الصباح ( عبدالوهاب )
و والرائع دائما دبسان
وكذلك الزملاء في الفترة المسائية رغم الضغط دائما مبتسمين

المكان وخدمة العملاء تحسنت بشكل ملحوظ جدا وعولجت اغلب المشاكل اللي كانت موجوده قبل",2023-09-09 20:56:33.421000+00:00,Positive
طارق,5,لذيذ جدا,2023-09-09 15:26:06.686000+00:00,Positive
Ayoob Suwailem,5,"من المحامص الجميلة المكان هادي ومرتب ونظيف  ومريح للعين
خت الفلات اثيبوبي لذيذه
قهوة اليوم اليمني حلوه
الموظف داش جدًا خلوق واحترافي",2023-09-04 19:36:38.525000+00:00,Positive
Nourah Almajed,5,"الكوفي رايق وهادي ومافيه ازعاج الموسيقى اللي غالباً تكون بالكوفيات فالفترة الصباحية☀️

زياراتي له دائماً صباحيه يفتح بدري ٦:٣٠
الخدمة ممتازه وقهوتهم زينه 👍🏻

جربت عندهم
قهوة اليوم
وv60
وكولد برو

مافن البيكان جداً لذيذ⭐️
الموية عندهم مجاناً👍🏻",2023-09-04 05:32:44.320000+00:00,Positive
khalid F,5,الباريستا تركي لو فيه منه ٢ بيصير تضخم اخلاقي داخل المحمصه 💙,2023-09-03 21:01:05.611000+00:00,Positive
shatha,5,اللذ فلات وايت ممكن تذقونه وايسكريم الشيز يميي مره وبارد وتقدرون تذقون المحصول قبل تشترونه  😍😋😋😋,2023-09-03 03:31:58.399000+00:00,Positive
مشعل,5,"قهوتهم حلوة مررررررررة والحلا ممتاز فوق الوصف

واللي احلى منهم تعامل الموظف السعودي الله يسعده انسان مهذب ولطيف 🌹

من افضل 3 اماكن دخلتها بالرياض ✨",2023-08-31 17:06:44.581000+00:00,Positive
Meznah Mohammed,5,تجربة جميلة اخذت ايس كوفي دي بن اثيوبي لذيييذة✨🤍🤍,2023-08-29 13:27:52.600000+00:00,Positive
رسمي,5,طلبي فلات وايت 👍🏻👍🏻,2023-08-29 05:50:24.067000+00:00,Positive
محمد,5,"راائعين جدا والموظف (راسيل) ماقصر الله يعافيه
Thank you Rasil",2023-08-27 15:03:07.053000+00:00,Positive
نورة أبو زيد,5,"صدقًا أجمل قهوة بالياسمين
جربت آيس دريب و الكابتشينو رهييبه والله
المكان شوي صغير و الأسعار عادية يعني هه 👍🏻💛",2023-08-24 14:26:18.860000+00:00,Positive
IBRAHIM SI,5,رايق وهادي بس الصبح صوت مكينة حماصة القهوه شوي مزعج اتمنى لو تعزل بغرفة زجاجيه تفصل صوتها شوي,2023-08-19 00:38:22.853000+00:00,Positive
Abeer Ali,5,"المكان اللي من تدخله تداعب الرائحه الزكيه خلايا مخك ☕️
القهوه 👍🏻
ارجع له مره ثانيه👍🏻",2023-08-14 08:36:34.219000+00:00,Positive
رامي السلمي,4,بعض الزملاء اقترحوا على اجرب الكوكيز عندهم، وللامانه لذيذ وفرش,2023-08-13 12:42:25.418000+00:00,Positive
Alaa MS,4,مشروب يمني مثلج 9/10، تشيز كيك بالشوكولاتة 7/10، تشيز كيك صغير 10/10، تارت جوز البقان صغير 9/10,2023-08-09 17:38:20.109000+00:00,Positive
MH,5,قهوه لذيذه وعندهم موظف اسمه تركي اشكره على تعامله اللطيف,2023-08-07 14:12:13.143000+00:00,Positive
rakan1 Alodaini,5,"تبي تتقهوى و تروق ب اجود انواع البن لا يفوتك شفل
و الاخ تركي جميل و زاد المكان جمال بالتعامل الراقي و الاحترافيه شكرا اخ تركي",2023-08-05 05:22:06.315000+00:00,Positive
حمد بن علي,5,قهوة مميزه وتعامل راقي,2023-08-05 02:10:10.180000+00:00,Positive
‪Abdullah‬‏,5,"المحمصة الوحيدة في الرياض اللي اعرف فيها اغلب العاملين، وهذا يدل على حسن تعاملهم و حرصهم الدائم في انهم يستقبلونك كل مرة احسن من اللي قبل.
غير المحاصيل المتوفرة دائماً و بأعلى جودة + المحاصيل مافيها فلسفة في النكهات…بس متأكد انها الأفضل
مشكلتي الوحيدة معهم انه كروسان الجبن الرائعة تخلص الصباح بدري في أيام الأسبوع.
نظام المكافأت عندهم رهيب، اتوقع في كل ٦ اكواب قهوة تشتريها يطلع لك مشروب من اختيارك.",2023-08-04 20:44:52.615000+00:00,Positive
Mohamed Alammari,5,الكثير من خيارات القهوة وخدمة العملاء الرائعة.,2023-08-04 19:36:02.657000+00:00,Positive
عبدالله عبدالرحمن,4,"القهوه ممتازه v60 يمني و قهوة اليوم اثيوبي
الحلا تشيز كيك شكلاته جيد",2023-08-04 14:34:44.821000+00:00,Positive
Najd,5,"اكرر الزيارة
جربت ice v60 ومن الذ القهاوي اللي تستخدم المحصول الممتاز فيه
وتشيز كيك تشوكلت حلو مرة
وتعامل الموظف تركي من افضل و اروع الله يسعده",2023-08-04 11:44:51.802000+00:00,Positive
محمد,5,من أفضل المحمصات اللي جربتها بالرياض، آيس في ٦٠ 👍 فلات وايت 👍 كوفي داي بنما 👍 كمان عندهم قطع حلوى صغيرة كانت لذيذة جدًا 👌,2023-08-04 06:58:32.275000+00:00,Positive
AFAF,5,المكان جميل والخدمه رائعه جدا,2023-08-03 19:29:46.378000+00:00,Positive
Hittaf F.,5,من أفضل أنواع القهوة المميزة عندي في الرياض ❤️,2023-08-02 19:04:52.622000+00:00,Positive
Mohammed,5,ماشاء الله مكان جميل و عندهم محاصيل منوعه الله يبارك لهم جربت عندهم الايس دريب جواتملا وكانت لذيذه8/10 و الكوفي داي بنما رهيبه,2023-08-02 16:26:48.853000+00:00,Positive
ابو احمد,5,من الذ المحامص بالرياض وعندهم الذ ايس دريب.  وتعاملهم طيب,2023-08-02 13:52:50.589000+00:00,Positive
عمر الحربي,5,"V60الفاخر ولا غلطه
والاسبرسو الكوستاريكي طعم ولا اروع وراح ارجع لهم ان شاء الله 👍🏻",2023-08-01 19:21:26.362000+00:00,Positive
Hala,5,"المكان حلو ومريح وتدخله الشمس وقهوته بطله
الايس كركديه غالي ب ٢٣ والحجم جدا صغير والثلج كثير يخليه شويه الصراحه لذيذ لكن ليت. الكاس اكبر بهذا السعر 🙆🏻‍♀️",2023-07-31 19:27:55.924000+00:00,Positive
Manal Aldajani,5,المكان هادي وفيه دورين انا جربت سبانش لاتيه طعم القهوه حلو مره انصح فيه,2023-07-29 22:08:55.979000+00:00,Positive
Fof,1,الايس تي كركديه الله يديم النعمه,2023-07-29 19:39:50.924000+00:00,Negative
Meezoo A,5,"تجرررببههه جميلللههه جداً وممكن اكررها مرتين وثلاث حبيت الاجواء صباحاً هدوء ومكان شرح ورايق
وحبيت تنوع السويت عندهم ♥️
وكرواسون عندهم خيالللللي
شكرا للموظف عبدالوهاب",2023-07-28 01:00:48.766000+00:00,Positive
khalid khalid,5,مكان هادي والقهوة ممتازة,2023-07-26 10:57:34.748000+00:00,Positive
سلمى تركي,5,تجربة جميلة وتنوع في قهوة اليوم خدمة ذاتية وخيارات فيه الحلى مناسبة يعطيكم العافية شڤل💛,2023-07-19 17:34:19.186000+00:00,Positive
Ibraheem Balawi,5,مقهى ممتاز واعجبني تعامل الاستاذ تركي (الباريستا)👍,2023-07-18 15:09:13.936000+00:00,Positive
Reem Alsaif,3,أول مره أجرب محمصة شفل اليوم كان طلبي آيس دريب كولومبي التحضير مضبوط بس القهوة وسط طعمها وجربت الآيس تي داخل فيه طعم قهوة ما أعرف هيا خلطته كذا ولا في حاجه خطأ ما حبيته الأسعار مرتفعه.,2023-07-15 21:56:26.529000+00:00,Neutral
Nawaf M,4,"لا يوجد مشكلة يتم توفير أجوَد أنواع القهوة ، لكن يحتاج يعرف كيف يصنعها ، يعني يخفض درجة حرارة الV60 ويخليها 90°
أتوقع انها أعلى من 90
شاكر إهتمامكم",2023-07-13 14:51:12.186000+00:00,Positive
Hamad W,1,صراحه كانت من افضل المحامص والقهوه موزونه وجميله اليوم بس غريبه متغير الطعم ماش ليه ماادري اضرب لها مشوار من زينها بس غريبه متغير الطعم اليوم خذيت وماعجبني مهيب مثل كل مره حتي شكيت وسألت خويي قل ايبالله مهيب خويتنا,2023-07-11 15:20:20.103000+00:00,Negative
Aljawhara Khalid,5,"الموظفين والخدمه💯💯
قهوتهم مررره حلوه
المكان صغير بس كوزي",2023-07-08 17:26:04.531000+00:00,Positive
Norah Aldayel,5,محاصيلهم البن حلو وعندهم اربع انواع قهوة اليوم  خيار جيد,2023-07-08 09:04:41.278000+00:00,Positive
Hatchoo,5,مرة مرتبيييين,2023-07-07 17:16:29.001000+00:00,Positive
Zeyad Omar,5,ماشاءالله خدمة على مستوى وشاب تركي خلوق,2023-07-06 18:35:54.202000+00:00,Positive
A,1,"كنت من العملاء
لكن للأسف اخر تجربة كانت سيئة جداً

طلبت عينات التذوق تقريبا ست كراتين على اساس انها اظرف قهوه مختصة لان مافيه اي وصف يوحي انها قهوه غير مطحونه ابداً وموضح انها ( اظرف )
تواصلت معهم من اول ماوصل الطلب في دردشة قوقل واللي رد علي بدل مايعتذر ويصحح قال وصف المنتج واضح (( لانه مكتوب جرام )) !!!!!!
اكتب قهوه غير مطحونه يامسلم اما تكتب اظرف وتقول مكتوب ( جرام ) وانت عارف الكل يبحث عن الاظرف ودائما مخلصة تروح تطلع اظرف ثانيه وعاجز توضح وش هي وتبينا نركز على كلمه جرام !!

عيب والله القهوه بحالها من يوم طلبت من فترة طويلة وكل المتاجر يرجعون ويبدلون حتى لو كان الخطأ من العميل الا انتم اتق الله في رزقك واحترم عملائك",2023-07-04 08:01:21.883000+00:00,Negative
احلام الشريف,5,قهوه في الراس وا اعجبني   عندهم غير   ااذوق قبل انواع القهوه مختلفه  والاجمل الموظفين  بشوشين واخلاق وذوق  يخلي الواحد يرجع مره ثانيه   مررره شكرا لذوقكم ولطافتكم,2023-06-26 16:22:49.706000+00:00,Positive
Maram M,1,اي مقهى مايحط دورة مياه و٢ بعد للبنات والشباب مفروض نقاطعه ولا نزوره ونروح لأصحاب المقاهي اللي يقدرون عملائهم,2023-06-26 13:05:24.119000+00:00,Negative
Abdulelah Binmajed,5,قهوة على الكيف تمام,2023-06-25 08:49:47.274000+00:00,Positive
Ali Alshaer,5,"المكان جميل والقهوة رائعة والشوكلاتة لذيذة جدًا انصح بزيارة المكان
واشكر تركي على الخدمة وحسن التعامل",2023-06-22 20:47:14.009000+00:00,Positive
reem G,5,الرهيبين دائما وابدًا ولا عمرهم يخذلونك سوا من بُن او من قهوه من يدينهم، شكرا لكم 🤍,2023-06-22 20:29:54.302000+00:00,Positive
Abdullah Al-Subaie,5,مكان أنيق رائع لتناول القهوة,2023-06-21 05:13:24.901000+00:00,Positive
ALI Abdullah,5,قهوتهم حلوه الصدق,2023-06-19 14:05:32.560000+00:00,Positive
Safi K,4,"المكان هادئ ومرتب
القهوه جيده",2023-06-16 19:25:29.088000+00:00,Positive
مها الشهري,1,ماعجبني ولن أكرر الزياره,2023-06-15 16:00:14.593000+00:00,Negative
Amani,5,القهوه رائعه بدون شك والخدمه اروع والمكان هادئ والديكور مريح للعين 👏 احب اروح لحالي اروق او اقرأ شكرا شفل 🙏🏻,2023-06-15 14:49:56.352000+00:00,Positive
Ferlyn Barera,5,سعدتُ جدًا بافتتاح فرع جديد قريب، فحبوبهم اللذيذة دائمًا ما تكون رائعة. قهوتي البيضاء مثالية ١٠/١٠، وقهوتهم المفضلة اليوم أيضًا. سأعود قريبًا، وبالطبع يستحق فريق العمل اللطيف ٥ نجوم.,2023-06-08 21:55:51.557000+00:00,Positive
Sultan Alsalimi,5,المكان جدا جميل والقهوة جميلة والاجمل واللي يخلي الواحد يرجع له تعامل تركي بن محفوظ تعامله جدا جميل وحبيت المكان بسببه,2023-06-08 19:41:33.237000+00:00,Positive
نايف خبراني,5,الف شكرا للموظف عبدالوهاب شخص  راقي بالخدمه♥️♥️.,2023-06-07 04:38:36.447000+00:00,Positive
ميعاد القحطاني,5,كان كل شيء مثاليًا 👍🏻,2023-06-03 03:08:24.459000+00:00,Positive
Nasr Slman,5,"قهوة لذيذه و موضفين بشوشين اخذت منهم محاصيل
واسعارها معقوله ..يفتحون من ٦ الصبح ماشاءالله",2023-05-29 16:34:37.080000+00:00,Positive
نجود الشعيل,3,المكان جميل مره والقهوه والشوكلت لذيذه  بس صوت آلة تحميص القهوه مزعج مره يعني تقعد فتره بسيطه تصدع منها بس,2023-05-29 08:37:25.862000+00:00,Neutral
Ali Mohamd,5,من اجمل الاماكن الي رحتها والقهوة جدا ممتازة انصح فيه ♥️♥️.,2023-05-25 12:30:14.146000+00:00,Positive
عبدالرحمن,5,رائع من كل النواحي المكان+القهوة+الأسعار,2023-05-21 20:38:00.721000+00:00,Positive
MUHAMMAD M,4,قهوة لذيذة .. شكرا لك شوفل,2023-05-15 19:23:15.458000+00:00,Positive
Ahmed D,5,المكان رايق وصغير ماكان زحمة وريحة القهوة مرة قوية في المكان تعطي طاقة وحيوية 😍,2023-05-13 01:25:02.080000+00:00,Positive
عبدالرحمن 190,3,"طلبت فلات وايت و آيس دريب
الفلا وايت كان ممتاز
والآيس دريب كذلك لكن الأسعار اجرام
اجل الآيس دريب ب 30 ! والباريستا ما خيرك بين المحاصيل
ارجو اعادة النظر في الأسعار",2023-05-09 20:09:48.660000+00:00,Neutral
Abdulrahman A A,5,"مقهى ومحمصة و معمل شوكولاته
الكوكيز عندهم لذيذ مميز
القهوة حلوه
المكان جميل و فيه خدمه ذاتيه لقهوة اليوم",2023-05-09 04:27:31.577000+00:00,Positive
Abdullah Bokhari,5,لا يمكن أن يكون هناك أفضل، لديهم معايير عالية.,2023-05-05 22:59:57.010000+00:00,Positive
Abrar Abdullah,5,قهوة لذيذة ومكان رايق❤️,2023-05-05 18:38:51.023000+00:00,Positive
ahmed bajammal,5,زرتُ مؤخرًا مقهى شوفل روستري، وانبهرتُ بتشكيلة القهوة والشاي اللذيذة، بالإضافة إلى حلوياتهم الشهية. كما أن جو المقهى مثالي للدراسة والعمل. يتميز بأجواء دافئة وهادئة تُشجع على التركيز والإبداع. الخدمة ودودة ومُهتمة، مما يجعل التجربة أكثر متعة. بشكل عام، أوصي بشدة بمقهى شوفل روستري لكل من يبحث عن مقهى مريح وعالي الجودة للاسترخاء أو العمل أو الدراسة.,2023-05-05 16:25:02.056000+00:00,Positive
ميمي ڤلوقز Meme Vlogs Ksa,3,القهوة المقطرة حليوه نوعاً ما .. بس مرتفع سعرها جدا,2023-05-03 13:01:39.550000+00:00,Neutral
Mohammed Alzahrani,5,جربت v60 البن اليمني رهيبه بس غاليه شويه لكن تستاهل التجربه,2023-04-30 23:17:58.410000+00:00,Positive
علي الكثيري,5,تجربه اكثر من رائعه وجربت الايس دريب اليمني شيء خيالي مايحتاج اتكلم عن البن من افضل المحاصيل ماشاء الله ❤️‍🔥❤️‍🔥,2023-04-30 03:34:00.072000+00:00,Positive
ASL BKR,3,صراحه قهوه لا بأس بها لكن الي صدمني الاسعار سعر v60 ٣٠ ريال يعني مادري متى استهتار ارتفاع الاسعار الغير مبرر مهما كان لايجب ان يصل سعر الكوب بهذه القيمه حتى لو انضاف مسمى فاخر فيها لانه بالطعم لايوجد فارق ابد الرجاء اعاده النظر بلاسعار,2023-04-28 21:26:51.243000+00:00,Neutral
Dinpow,5,البوكس الفاخر مافيه الا محصول واحد ممكن انه كويس الباقي كلها ما تتعدى ٨٤ ما تستاهل فاخر ، اتمنى ترتقون بمستوى التحميص ، شكرا,2023-04-24 21:48:25.170000+00:00,Positive
Bu Same,5,المقهى جميل والمحاصيل متنوعة، اشتريت صندوق فيه أربعة محاصيل فاخرة وباقي ماجربتهم. إن شاء الله تكون ممتازة 😎,2023-04-24 04:38:40.497000+00:00,Positive
Ashwaq Al,2,"اوفر اوفر v60 ب 30 ريال ليش الكوب حتى صغير !!
اتمننننننننى تراجعون اسعاركم مو معقول ثلاث اكواب ب90 ريال",2023-04-23 02:16:50.389000+00:00,Negative
abdullah alhumud,5,كانت الخدمة سريعة وكان الموظفون ودودين وكانت تجربة رائعة,2023-04-22 21:35:24.990000+00:00,Positive
Talal,5,قهوتهم لذيذه جداً ، تعامل الموظفين جمييل ولطيف,2023-04-20 04:09:22.750000+00:00,Positive
Manahel alotaibi,5,أفضل بُن ممكن تجربه,2023-04-18 22:23:15.984000+00:00,Positive
MOHAMMED Fahad,1,ما جازت لي لا قهوتهم ولا القيمة مقابل الجودة اسف والله حتى النجمه الوحده للموظفين كويسين,2023-04-16 17:08:56.097000+00:00,Negative
ALBADER TURKI,5,أفضل قهوة 💚,2023-04-11 16:01:37.762000+00:00,Positive
AHMAD,5,البارستا محترم جداً، والمكان لطيف، بس طعم الهيل في الكركدية طاغي جداً يحتاج ابديت على خفيف 🫢,2023-04-09 22:34:25.029000+00:00,Positive
Fahad F,5,قهوتهم 👌🏽🫶🏼 ايس درب,2023-04-09 16:42:14.972000+00:00,Positive
Abdulmohsen sulaiman,5,صدق الذ فلات وايت قد ذقته وبدون مجامله المكان جميل والجلسات الخارجية رائعه والموظفين 👍👍والله يوفقهم يارررب,2023-04-06 03:21:54.445000+00:00,Positive
Amal A.W,4,"مقهى و محمصة
جربت الكورتادو وقهوة اليوم خاصة محصول الاثيوبي",2023-04-04 16:51:00.048000+00:00,Positive
Mhyo N,1,جيتهم من بعيد  و زعلوني بموضوع الحليب  ما عندهم فري لاكتوز اتمنى ثقافة اللاكتوز توصلهم الموضوع مو رجيم الموضوع حساسيه الجهاز الهضمي ما يفكك الاكتوز الي بالحليب,2023-03-31 18:38:22.051000+00:00,Negative
