Author Name,Rating,Review Text,Review Date,Sentiment (Rating-Based),is_duplicate_text,duplicate_same_author,Language,Review Text AR,Sentiment
Mhyo N,1,جيتهم من بعيد  و زعلوني بموضوع الحليب  ما عندهم فري لاكتوز اتمنى ثقافة اللاكتوز توصلهم الموضوع مو رجيم الموضوع حساسيه الجهاز الهضمي ما يفكك الاكتوز الي بالحليب,2023-03-31 18:38:22.051000+00:00,Negative,False,False,ar,جيتهم من بعيد و زعلوني بموضوع الحليب ما عندهم فري لاكتوز اتمني ثقافه الاكتوز توصلهم الموضوع مو رجيم الموضوع حساسيه الجهاز الهضمي ما يفك الاكتوز الي بالحليب,negative
الهَنوف,4,"المكان حلو و ملموم ، الخدمة ممتازة
الحلى لذييذ ، بس القهوة جربت قهوة اليوم سلفادور وأحس ما عجبتني :( وجربت ثانية نسيت اسمها لكن ممكن بنما وأحس لا 🍂",2023-03-22 12:08:00.859000+00:00,Positive,False,False,ar,المكان حلو و ملموم ، الخدمه متازه الحلي لذيذ ، بس القهوه جربت قهوه اليوم سلفادور واحس ما عجبتني وجربت ثانيه نسيت اسمها لكن مكن بنما واحس لا,positive
Fahad Alkhilaifi,5,"اثني على تعامل واستقبال الباريستا عبدالرحمن خلوق بشوش
مكان رائع قهوة مميزة انواع بن ممتازة مكان حميم هادئ كراسي مريحة جدا",2023-03-20 17:45:04.846000+00:00,Positive,False,False,ar,اثني علي تعامل واستقبال الباريستا عبدالرحمن خلوق بشوش مكان رائع قهوه ميزه انواع بن متازه مكان حميم هادئ كراسي مريحه جدا,positive
besh A,3,"طلبي كان سبانيش حار عطاني نص الكوب قلت ذا فلات وايت؟ قال لا عشان الكوب كبير مانخليه مليان؟؟؟؟؟؟؟؟ نعم ولي تعطي الزبون به الشكل؟
للامانه قهوتهم لذيذه جججججداً بس طريقتهم ماجبيتها مكانهم مافيه مواقف زينه يبي لك تدور الين تلقى موقف
سعر السبانيش حار ١٨ ريال",2023-03-19 14:25:10.670000+00:00,Neutral,False,False,ar,طلبي كان سبانيش حار عطاني نص الكوب قلت ذا فلات وايت؟ قال لا عشان الكوب كبير مانخليه مليان؟ نعم ولي تعطي الزبون به الشكل؟ لامانه قهوتهم لذيذه جدا بس طريقتهم ماجبيتها مكانهم مافيه مواقف زينه يبي لك تدور الين تلقي موقف سعر السبانيش حار ١٨ ريال,neutral
ِAbdulmajeed A,5,مكان متخصص في القهوة والشوكولاتة. إنهم ينتجون الشوكولاتة الداكنة ويحمصون القهوة أيضًا. القهوة جيدة ولديها مجموعة متنوعة من حبوب القهوة اليومية التي يمكنك تجربتها مجانًا. لقد حصلوا أيضًا على مجموعة جيدة من الحلويات. لديهم مقاعد متعددة مع مآخذ بالقرب منها وهو أمر جيد. ومع ذلك، لا يوجد مرحاض في المكان وهو الجانب السلبي. في رأيي، هذا مكان للزيارة أثناء النهار حيث يبدو كئيبًا بعض الشيء بعد غروب الشمس. بالتأكيد تستحق الزيارة 👌🏻,2023-03-15 19:16:46.663000+00:00,Positive,False,False,ar,مكان متخص في القهوه والشوكولاته انهم ينتجون الشوكولاته الداكنه ويحمصون القهوه ايضا القهوه جيده ولديها مجموعه متنوعه من حبوب القهوه اليوميه التي يمكنك تجربتها مجانا لقد حصلوا ايضا علي مجموعه جيده من الحلويات لديهم مقاعد متعده مع ماخذ بالقرب منها وهو امر جيد ومع ذلك، لا يوجد مرحاض في المكان وهو الجانب السلبي في راي، هذا مكان لزياره اثناء النهار حيث يبدو كئيبا بعض الشيء بعد غروب الشمس بالتاكيد تستحق الزياره,positive
اثير الشهري,5,طلبت فلات وايت مره لذيذ 💘,2023-03-15 17:20:13.226000+00:00,Positive,False,False,ar,طلبت فلات وايت مره لذيذ,positive
ABDULRHMAN,5,تجربه جميللله جداً والاسبريسو الكوستريكي لذيييذ,2023-03-12 17:35:31.899000+00:00,Positive,False,False,ar,تجربه جميله جدا والاسبريسو الكوستريكي لذيذ,positive
Abdullah AL-shami,4,مكان جميل ومريح. قهوة جيدة وطاقم عمل لطيف.,2023-03-10 12:05:05.744000+00:00,Positive,False,False,ar,مكان جميل ومريح قهوه جيده وطاقم عمل لطيف,positive
Lanah A,5,محمصة ومكان جميل والقهاوي المعروضة للتجربة لذيذة جداً بالإضافة للكورتادو والايس دريب😋.,2023-03-03 13:13:10.496000+00:00,Positive,False,False,ar,محمصه ومكان جميل والقهاوي المعروضه لتجربه لذيذه جدا بالاضافه لكورتادو والايس دريب,positive
ASR ASR,5,على البركه  مبروك يالمطيري تتهنا به  مشاء الله تبارك الله زرت المكان,2023-02-28 19:29:52.905000+00:00,Positive,False,False,ar,علي البركه مبروك يالمطيري تهنا به مشاء اله تبارك اله زرت المكان,positive
Momo Alabalwi,5,محمصة جميله جدآ.,2023-02-28 10:25:33.580000+00:00,Positive,False,False,ar,محمصه جميله جدا,positive
Sarrah Alajmi,5,الذ قهوة مختصة ذقتها بحياتي وللحين اهوجس فيها ليته مو بعيد مره عني كان جيت كل يوم 😢,2023-02-27 09:49:13.653000+00:00,Positive,False,False,ar,الذ قهوه مختصه ذقتها بحياتي ولحين اهوجس فيها ليته مو بعيد مره عني كان جيت كل يوم,positive
AB H,5,القهوة ممتازة والموظفين رائعين,2023-02-26 21:18:56.871000+00:00,Positive,False,False,ar,القهوه متازه والموظفين رائعين,positive
Abdulrahman,4,"محمصة مميزة
باريستا الصباح ما كان له نفس وصلح لنا قهوة دون المستوى بكثير + اخذ 20 دقيقة تقريباً.",2023-02-25 13:27:00.658000+00:00,Positive,False,False,ar,محمصه ميزه باريستا الصباح ما كان له نفس وصلح لنا قهوه دون المستوي بكثير اخذ 20 دقيقه تقريبا,positive
W,5,"رايق مررررره ، جيتهم بالصدفه وشكلي بعتمدهم
القهوة لذيذة جدًا وتعامل الموظفين جميل
مو اخر زيارة ان شاء الله🤍",2023-02-23 21:18:26.808000+00:00,Positive,False,False,ar,رايق مره ، جيتهم بالصدفه وشكلي بعتمدهم القهوه لذيذه جدا وتعامل الموظفين جميل مو اخر زياره ان شاء اله,positive
Sadeem,5,فلات وايت 🥵❤️,2023-02-23 19:22:31.480000+00:00,Positive,False,False,ar,فلات وايت,positive
Ghadah A,5,"قهوة متميزه وتعامل جداَ  راقي
اسلوب الموظفين جدا جميل القهوه والتشوكليت كلها 10/10
شكرًا لكم عل هالشغل النظيف ❤️❤️❤️❤️❤️",2023-02-23 17:29:02.657000+00:00,Positive,False,False,ar,قهوه متميزه وتعامل جدا راقي اسلوب الموظفين جدا جميل القهوه والتشوكليت كلها 10 10 شكرا لكم عل هالشغل النظيف,positive
S,5,"‏سلام عليكم ورحمة الله وبركاته اليوم جربت فلات وايت قهوة اليوم مرة لذيذ خدمنا خدمنا الموظف ""عتق الدين ""
اهداف جزاهم الله خير كل الموظفين 👍🏼👍🏼👍🏼",2023-02-23 16:41:48.926000+00:00,Positive,False,False,ar,سلام عليكم ورحمه اله وبركاته اليوم جربت فلات وايت قهوه اليوم مره لذيذ خدمنا خدمنا الموظف عتق الدين اهداف جزاهم اله خير كل الموظفين,positive
Aseel Alawadh,5,قهوه رهيبه وتعاملهم رهيب 💖,2023-02-23 12:42:11.793000+00:00,Positive,False,False,ar,قهوه رهيبه وتعاملهم رهيب,positive
A,5,المكان يجنن والقهوه حللوه ولذييذه🤍🤍.,2023-02-23 09:16:18.475000+00:00,Positive,False,False,ar,المكان يجن والقهوه حلوه ولذيذه,positive
83 PHOTO,5,جربت V60 اثيوبيا كربوني، لذيذة شكرًا على حسن الاستقبال والخدمة الرائعة 💛,2023-02-23 01:27:22.726000+00:00,Positive,False,False,ar,جربت V60 اثيوبيا كربوني، لذيذه شكرا علي حسن الاستقبال والخدمه الرائعه,positive
maram T,5,رائعه القهوه,2023-02-22 20:10:46.620000+00:00,Positive,False,False,ar,رائعه القهوه,positive
mashael mohammed,5,كوفي رااايق وحسن استقبال يشكرون عليه وانواع  القهوه عندهم رهييبه,2023-02-22 19:36:50.945000+00:00,Positive,False,False,ar,كوفي رايق وحسن استقبال يشكرون عليه وانواع القهوه عندهم رهيبه,positive
فيصل بن فهد,5,ممتاز,2023-02-22 10:19:09.961000+00:00,Positive,True,False,ar,متاز,positive
Turki A,5,قهوتهم طعمها مستحيل يتغير نفس الطعم نفس الجودة طول السنة ، وعندهم ألذ هوت شوكلت بالعالم! هوت شوكلت فيه حموضة الشوكلت ويسمونها شوكلت مختصة! عجيبة كنك تاكل شكليطة بلجيكية بساحة بروكسل … والشباب عسل وسعر الامريكانو ١١ ريال والمويا مجاناً ،، زادكم الله توفيقاً ونجاحاً .. مشكلتهم ينسون يصكون الستارة احياناً ولا عندهم واي فاي وصوت تطبيقات التوصيل يصك الراس,2023-02-19 13:55:13.829000+00:00,Positive,False,False,ar,قهوتهم طعمها مستحيل يتغير نفس الطعم نفس الجوده طول السنه ، وعندهم الذ هوت شوكلت بالعالم هوت شوكلت فيه حموضه الشوكلت ويسمونها شوكلت مختصه عجيبه كنك تاكل شكليطه بلجيكيه بساحه بروكسل والشباب عسل وسعر الامريكانو ١ ريال والمويا مجانا ، زادكم اله توفيقا ونجاحا مشكلتهم ينسون يصكون الستاره احيانا ولا عندهم واي فاي وصوت تطبيقات التوصيل يصك الراس,positive
mohammed almutairi,5,قهوة ممتازة و عندهم شكولاته رايقة,2023-02-18 18:48:09.627000+00:00,Positive,False,False,ar,قهوه متازه و عندهم شكولاته رايقه,positive
Yas,5,"الموظفين محترمين وتعاملهم كان اكثر من رائع
وخيارات قهوة اليوم متعددة على عكس العادة في المقاهي الأخرى
الكوكيز لذيذة وعندهم منتجات من معمل صنع الشوكولاتة المختصة جربت منها المثلثات ايضاً كانت لذيذة
برجع لهم مره ثانية ان شاء الله بتجارب مختلفة
الله يوفقكم ويبارك لكم في رزقكم",2023-02-18 16:18:00.288000+00:00,Positive,False,False,ar,الموظفين محترمين وتعاملهم كان اكثر من رائع وخيارات قهوه اليوم متعده علي عكس العاده في المقاهي الاخري الكوكيز لذيذه وعندهم منتجات من معمل صنع الشوكولاته المختصه جربت منها المثلثات ايضا كانت لذيذه برجع لهم مره ثانيه ان شاء اله بتجارب مختلفه اله يوفقكم ويبارك لكم في رزقكم,positive
ROLA SOL,5,"المكان عبارة عن محمصه و معمل شوكلت ومعها مكان الكوفي و طلبنا قهوه اليوم حلوه تقدرون تذوقون منها وتختارون و الكوكيز مره لذيذ و عندهم حلا  على شكل مثلثات من صنعهم لذيذ والاسعار تعتبر جيده
المكان شوي قليله الجلسات فيه
مافيه دورة مياة",2023-02-18 16:16:04.344000+00:00,Positive,False,False,ar,المكان عباره عن محمصه و معمل شوكلت ومعها مكان الكوفي و طلبنا قهوه اليوم حلوه تقدرون تذوقون منها وتختارون و الكوكيز مره لذيذ و عندهم حلا علي شكل مثلثات من صنعهم لذيذ والاسعار تعتبر جيده المكان شوي قليله الجلسات فيه مافيه دوره مياه,positive
Wa123 Uuu,3,عادي جدا !,2023-02-18 09:18:57.759000+00:00,Neutral,False,False,ar,عادي جدا,neutral
Majed,5,واحد من المقاهي المفضلة لدي.,2023-02-17 05:50:02.439000+00:00,Positive,False,False,ar,واحد من المقاهي المفضله لدي,positive
Omar J,5,القهوة لذيذة والتعامل جميل 🙏,2023-02-16 10:49:29.626000+00:00,Positive,False,False,ar,القهوه لذيذه والتعامل جميل,positive
Triple S,4,"مكان جميل وفيه جلسات كثير
طلبت فلات وايت حرارة عادية
وفعلاً جاني حسب ماطلبت

لكن التبخير كان سيء",2023-02-09 11:30:27.274000+00:00,Positive,False,False,ar,مكان جميل وفيه جلسات كثير طلبت فلات وايت حراره عاديه وفعلا جاني حسب ماطلبت لكن التبخير كان سيء,positive
ابتهال الغامدي,5,"المكان لطيف
القهوة خلوة
جربنا كورتادو و فلات وايت و كانت مضبوطة 🫶",2023-02-07 20:09:43.808000+00:00,Positive,False,False,ar,المكان لطيف القهوه خلوه جربنا كورتادو و فلات وايت و كانت مضبوطه,positive
O N,5,خدمة رائعة، وخوادم مهذبة للغاية على استعداد لتخصيص الوقت لتعليمك عن القهوة,2023-02-05 14:04:18.633000+00:00,Positive,False,False,ar,خدمه رائعه، وخوادم مهذبه لغايه علي استعداد لتخصيص الوقت لتعليمك عن القهوه,positive
محمد بن عبدالله,4,السلام عليكم و وحمة الله و بركاتة اخي الغالي صاحب شفل ، يوم الجمعه شريت قهوة اليوم من عندك فرع حطين ، و القهوة جدا سيئة و ثانيا الطعم فيه (طعم كرتون ) الاكواب و هذا الشي ما يرضيني ولا يرضيك ابدا ، و ريحة المكان,2023-02-03 22:41:26.067000+00:00,Positive,False,False,ar,السلام عليكم و وحمه اله و بركاته اخي الغالي صاحب شفل ، يوم الجمعه شريت قهوه اليوم من عندك فرع حطين ، و القهوه جدا سيئه و ثانيا الطعم فيه طعم كرتون الاكواب و هذا الشي ما يرضيني ولا يرضيك ابدا ، و ريحه المكان,positive
Rayan Asiri,5,انصح جدا بقهوتهم .. اسعارهم مناسبه ويسوون عروض ولهم موقع الكتروني,2023-02-03 19:27:23.976000+00:00,Positive,False,False,ar,انصح جدا بقهوتهم اسعارهم مناسبه ويسون عروض ولهم موقع الكتروني,positive
Gharsan,2,جربت الفلات حموضه عاليه لم يروق لي .,2023-02-03 10:11:36.225000+00:00,Negative,False,False,ar,جربت الفلات حموضه عاليه لم يروق لي,negative
ابووليد,5,المكان مرتب وهادي اشكر الاخ عبدالرحمن على حسن الاستقبال والتعامل الراقي,2023-01-30 20:14:49.339000+00:00,Positive,False,False,ar,المكان مرتب وهادي اشكر الاخ عبدالرحمن علي حسن الاستقبال والتعامل الراقي,positive
Sultan Binjued,5,نوعية المحصول لديهم اكثر من رائع ومتعدد الخيارات. جلسته مريحة و هادئة,2023-01-26 19:10:41.671000+00:00,Positive,False,False,ar,نوعيه المحصول لديهم اكثر من رائع ومتعد الخيارات جلسته مريحه و هادئه,positive
Khulood ..,3,"القهوة ممتازة
الشوكلاتة المختصة حالية مرة لو كمية السكر أقل بتصير أفضل بكثير",2023-01-26 18:20:49.995000+00:00,Neutral,False,False,ar,القهوه متازه الشوكلاته المختصه حاليه مره لو كميه السكر اقل بتصير افضل بكثير,neutral
Aljohara,3,الهوت تشوكليت الله يكرم النعمه! ماتحملت اكمله لا انا ولا اخوي ، اللاتيه حلو بس ما اعيد التجربه,2023-01-25 13:51:47.505000+00:00,Neutral,False,False,ar,الهوت تشوكليت اله يكرم النعمه ماتحملت اكمله لا انا ولا اخوي ، الاتيه حلو بس ما اعيد التجربه,neutral
faisal ru8,5,توفر وتنوع بالمحامص كثير وجميله ، الموظف السعودي احرجني بتعامله الراقي والرائع وشرحه لي لكل بُن ومكوناته تعامله يجبرني اجي كل يوم ❤️❤️❤️,2023-01-21 09:36:52.044000+00:00,Positive,False,False,ar,توفر وتنوع بالمحامص كثير وجميله ، الموظف السعودي احرجني بتعامله الراقي والرائع وشرحه لي لكل بن ومكوناته تعامله يجبرني اجي كل يوم,positive
محمد الحربي,1,سي لابعد حد لا أنصح بالتعامل معهم مبالغ بالاسعار وخدمه سيئه ولايوجد خدمه مابعد البيع سيئ سيئ لابعد حد اهم معاليهم المبلغ اكثر من الزبون حسبي الله ونعم الوكيل فيكم فقط هذا مايقال عليهم,2023-01-21 06:12:59.571000+00:00,Negative,False,False,ar,سي لابعد حد لا انصح بالتعامل معهم مبالغ بالاسعار وخدمه سيئه ولايوجد خدمه مابعد البيع سيئ سيئ لابعد حد اهم معاليهم المبلغ اكثر من الزبون حسبي اله ونعم الوكيل فيكم فقط هذا مايقال عليهم,negative
Faisal.71,5,القهوة رائعة جداً خيارات البن متعددة وتقدر تجرب القهوة قبل تشتريها ايضاً المكان هادئ ومريح، السويت خياراته متعددة ولذيذة لن تكون الزيارة الاخيرة باذن الله.,2023-01-20 20:47:13.574000+00:00,Positive,False,False,ar,القهوه رائعه جدا خيارات البن متعده وتقدر تجرب القهوه قبل تشتريها ايضا المكان هادئ ومريح، السويت خياراته متعده ولذيذه لن تكون الزياره الاخيره باذن اله,positive
D7M ـ,5,من افضل المحامص في الرياض و تجربة جميلة و تتكرر بإذن الله,2023-01-20 20:23:03.282000+00:00,Positive,False,False,ar,من افضل المحامص في الرياض و تجربه جميله و تكر باذن اله,positive
Khalid subaie,5,"المحمصه تبارك الرحمن من افضل المحامص على مستوى السعودية وليس الرياض فقط.. لفتني الأظرف مع تحفظي عليها الا انها أفضل أظرف جربتها 👌 ( جربت جواتيمالا )
^ تجربتي قبل ٥ اشهر

اليوم اعيد التعليق الباريستا في انحدار عالي تقريباً ١٠ دقايق عشان ثنين كورتادو واحترم هالوقت اذا بيجيني كوب نظيف
ويوصلني كوب سيئ للأسف",2023-01-20 11:48:08.025000+00:00,Positive,False,False,ar,المحمصه تبارك الرحمن من افضل المحامص علي مستوي السعوديه وليس الرياض فقط لفتني الاظرف مع تحفظي عليها الا انها افضل اظرف جربتها جربت جواتيمالا تجربتي قبل ٥ اشهر اليوم اعيد التعليق الباريستا في انحدار عالي تقريبا ١٠ دقايق عشان ثنين كورتادو واحترم هالوقت اذا بيجيني كوب نظيف ويوصلني كوب سيئ لاسف,positive
Haifa Abdullah,5,تجربة جدًا رائعة و تتكرر بإذن الله الموظف جدًا محترم و بشوش و المكان مرتب و هادي و رايق و القهوة لذيذة و الكيك الذ الله يوفقكم👌🏻👌🏻🤍,2023-01-16 15:54:33.754000+00:00,Positive,False,False,ar,تجربه جدا رائعه و تكر باذن اله الموظف جدا محترم و بشوش و المكان مرتب و هادي و رايق و القهوه لذيذه و الكيك الذ اله يوفقكم,positive
haibora shiho,5,محمصة متكاملة من جميع النواحي تبارك الله، حبوب القهوة دائماً ممتازة، اول زيارة لي للفرع هذي المرة و ماندمت 👍🏼👏🏻، الله يوفقهم و يباركلهم 🤍🤍,2023-01-15 15:04:55.972000+00:00,Positive,False,False,ar,محمصه متكامله من جميع النواحي تبارك اله، حبوب القهوه دائما متازه، اول زياره لي لفرع هذي المره و ماندمت ، اله يوفقهم و يباركلهم,positive
Abdulilah Alroshod,5,اذا تبي قهوه مختصه متميزه مع دارك تشوكليت ضروري تزورهم,2023-01-14 10:33:32.494000+00:00,Positive,False,False,ar,اذا تبي قهوه مختصه متميزه مع دارك تشوكليت ضروري تزورهم,positive
S Alotaibi,5,مدهش 👍🏻🔥,2023-01-12 08:34:25.202000+00:00,Positive,False,False,fa,مدهش,positive
Arab Foodie,3,"جيت اجرب الهوت شوكليت كونهم يستخدموا شوكليت فاخر بس عجبني يوم سواه لي على الطلب اكثر من اللي محضرينه تعبية على طول و اتوقع لو يكتفون بحلى الشوكليت الطبيعي افضل من اضافة السكر 👍🏻

كيكة الماربل جميلة 👏🏻",2023-01-10 13:39:52.397000+00:00,Neutral,False,False,ar,جيت اجرب الهوت شوكليت كونهم يستخدموا شوكليت فاخر بس عجبني يوم سواه لي علي الطلب اكثر من الي محضرينه تعبيه علي طول و اتوقع لو يكتفون بحلي الشوكليت الطبيعي افضل من اضافه السكر كيكه الماربل جميله,neutral
moath Mohammad,5,"محمصه جدا رائعه وعجبني محصول شلشلي جدا رايق
واشكر الاخ عبدالرحمن على استقباله الاكثر من الرائع",2023-01-09 15:46:43.373000+00:00,Positive,False,False,ar,محمصه جدا رائعه وعجبني محصول شلشلي جدا رايق واشكر الاخ عبدالرحمن علي استقباله الاكثر من الرائع,positive
مشعل محمد,1,البن تاريخ الحمصة من حوالي ثلاث اشهر,2023-01-08 10:50:53.202000+00:00,Negative,False,False,ar,البن تاريخ الحمصه من حوالي ثلاث اشهر,negative
Abdulelah Aljmail,2,"أسعار مبالغ فيها .. أظرف القهوة ٦ ب٤٢ ريال

Too much",2023-01-07 16:36:58.530000+00:00,Negative,False,False,ar,اسعار مبالغ فيها اظرف القهوه ٦ ب٤٢ ريال To much,negative
A. Y,4,"1- الهوت شوكلت لابأس  اتوقعته افضل  بحكم انهم يسوون شوكلاتة مختصة
2- علبة الشوكولاتة المختصه  لذيذة  ومميزة  . ياليت لو يسوونها كلها سادة بدون تنوع .",2023-01-06 14:41:44.150000+00:00,Positive,False,False,ar,1 الهوت شوكلت لاباس اتوقعته افضل بحكم انهم يسون شوكلاته مختصه 2 علبه الشوكولاته المختصه لذيذه وميزه ياليت لو يسونها كلها ساده بدون تنوع,positive
Osama Al Zayed,5,جربت الفلات وايت و الكوفي دي وكانت لذيذه وجربت جميع المحاصيل و حرفيييياً كل واحد يقول الزين عندي ، شكراً لكم على الخدمه الجميله و المكان الجميل والموظفين رهيبين 👍🏻👍🏻,2023-01-06 04:04:24.263000+00:00,Positive,False,False,ar,جربت الفلات وايت و الكوفي دي وكانت لذيذه وجربت جميع المحاصيل و حرفيا كل واحد يقول الزين عندي ، شكرا لكم علي الخدمه الجميله و المكان الجميل والموظفين رهيبين,positive
AR,5,القهوة كانت لذيذة أخذت فلات وايت،وكيكة الليمون حلوة الخدمة سريعة والاستف لطيفين، وسرعة الاستجابة والتواصل للآراء او مشاكل الخدمة سريعة ،اكرر زيارتي طبعًا ،وتسلم الايادي والله🤍,2023-01-05 22:34:49.817000+00:00,Positive,False,False,ar,القهوه كانت لذيذه اخذت فلات وايت،وكيكه اليمون حلوه الخدمه سريعه والاستف لطيفين، وسرعه الاستجابه والتواصل لاراء او مشاكل الخدمه سريعه ،اكر زيارتي طبعا ،وتسلم الايادي واله,positive
turki Al-saeed,5,طلبي كان فلات وايت مره حلو يجنن اعطيه 5/5 ♥️♥️,2023-01-05 18:08:55.993000+00:00,Positive,False,False,ar,طلبي كان فلات وايت مره حلو يجن اعطيه 5 5,positive
gannas uae,5,محاصيلهم جميلة والموظفين في قمة الادب والاخلاق والمكان جميل ورايق,2023-01-03 18:02:22.685000+00:00,Positive,False,False,ar,محاصيلهم جميله والموظفين في قمه الادب والاخلاق والمكان جميل ورايق,positive
الوليد الغامدي,5,"اخذت اللاتيه كان ممتاز مره
عندهم ٤ انواع قهوة اليوم لاكن ماجربتها
عندهم محاصيل كثيره يستحق التجربه",2023-01-03 15:02:28.258000+00:00,Positive,False,False,ar,اخذت الاتيه كان متاز مره عندهم ٤ انواع قهوه اليوم لاكن ماجربتها عندهم محاصيل كثيره يستحق التجربه,positive
Turki Alanzi,4,القهوة جميلة جداً يستحق الزياره🤍👌🏻,2023-01-01 17:24:17.545000+00:00,Positive,False,False,ar,القهوه جميله جدا يستحق الزياره,positive
Nada .,5,"المكان والقهوة والتعامل ولا غلطة✨
وفيه نقطة حبيتها اني جايبه معي حلى من المحل اللي جنبهم ولا قالوا لي ممنوع وهذي نقطة تحسب لهم
براڤو👏🏻👏🏻👏🏻",2023-01-01 14:05:47.241000+00:00,Positive,False,False,ar,المكان والقهوه والتعامل ولا غلطه وفيه نقطه حبيتها اني جايبه معي حلي من المحل الي جنبهم ولا قالوا لي منوع وهذي نقطه تحسب لهم براڤو,positive
basamq8,5,مكان جميل والقهوة وتعامل الموظفين أجمل,2022-12-29 21:19:58.298000+00:00,Positive,False,False,ar,مكان جميل والقهوه وتعامل الموظفين اجمل,positive
A Abudeem,4,لاتيه لذيذ السعر مرتفع,2022-12-29 13:53:40.732000+00:00,Positive,False,False,ar,لاتيه لذيذ السعر مرتفع,positive
where am I / أين أنا,5,"والله يستاهلون اكثر من خمس نجوم
الموظف السعودي قسما بالله احرجني بكرمه واخلاقه اذا هو صاحب المحل فالله يبارك له واذا موظف بتندمون اذا استغنيتوا عنه
والله استقبلنا إستقبال حسن وطيبة خاطر وأدب
وطويل بال ماشاءالله
خلانا نجرب انواع كثيره وشرح لنا وسوالنا v60
بحكم اني مبتدئ وعلمني كيف اوزن وكيف اطحن وكيف استخلص القهوه وكأن لي فتره متعلمها
عندهم مصنع حلويات الصباح اللي بيتفرج ويشوف كيف الطريقة
وحلاهم لذيذ والشوكولا طعمها لذيذ جدا

شكرا من القلب والله🌹🌹🌹

God deserves more than five stars
The Saudi employee, I swear to God, embarrassed me with his generosity and morals. If he is the owner of the shop, God blesses him, and if he is an employee, you will regret it if you dispense with him.
By God, we received a good reception, kindness and politeness
And long, God willing
Let us try many types and explain to us and our question v60
Given that I am a beginner, he taught me how to weigh, how to grind, and how to extract coffee, as if I had a period of learning
They have a morning sweets factory that watches and shows how it works
Their sweets are delicious and the chocolate tastes very delicious

Thank you from the heart and God 🌹🌹🌹",2022-12-27 10:26:35.098000+00:00,Positive,False,False,en,واله يستاهلون اكثر من خمس نجوم الموظف السعودي قسما باله احرجني بكرمه واخلاقه اذا هو صاحب المحل فاله يبارك له موظف بتندمون اذا استغنيتوا عنه واله يستقبلنا استقبال حسن وطيبه خاطر وادب وطويله ماشاءاله خلانا نجرب انواع كثيره وشرح لنا وسوالنا v60 بحكم اني مبتدئ وعلمني كيف اوزن وكيف اطحن وكيف مستخلص القهوه هل لي فتره متعلمها عندهم مصنع حلويات الصباح الي بيتفرج ويشوف كيف الطريقه طعمها لذيذ والشوكولاته طعمها لذيذ جدا شكرا من القلب واله واله يستحق اكثر من خمس نجوم الموظف السعودي واله احرجني بكرمه واخلاقه اذا كان صاحب المحل بارك اله فيه، واذا كان موظفا ستندم اذا استغنيت عنه واله لقد لقينا حسن الاستقبال والطف والادب وطويله ان شاء اله فلنجرب انواعا كثيره ونشرح لنا وسئالنا v60 وبما اني مبتدئه علمني كيف اوزن وكيف اطحن وكيف استخرج القهوه وكان لي فتره من التعلم لديهم مصنع حلويات صباحي يراقب ويبين كيف يعمل حلوياتهم لذيذه وطعم الشوكولاته لذيذ جدا شكرا من القلب و اله,positive
Dode,2,الكوكيز مانصح احد ياخذه جاني قاسي + عبسه تمر داخل الكوكيز بغت تنكسر اسناني منه !!,2022-12-26 05:26:44.928000+00:00,Negative,False,False,ar,الكوكيز مانصح احد ياخذه جاني قاسي عبسه تمر داخل الكوكيز بغت تنكسر اسناني منه,negative
ALI ALMUDAIMIGH,4,مقهى ومحمصة بفريق عمل ودود ومتعاون ☕,2022-12-25 14:34:34.369000+00:00,Positive,False,False,ar,مقهي ومحمصه بفريق عمل ودود ومتعاون,positive
Rakan Atiq,4,قهوتهم ومكانهم ممتازين 👏🏻، لكن للاسف السرعة بانجاز الطلب بطيئة جدا .,2022-12-24 11:14:15.241000+00:00,Positive,False,False,ar,قهوتهم ومكانهم متازين ، لكن لاسف السرعه بانجاز الطلب بطيئه جدا,positive
Yazeed Alqahtani,1,الخدمة دائما جدا بطيئة,2022-12-24 06:25:05.741000+00:00,Negative,False,False,ar,الخدمه دائما جدا بطيئه,negative
abdullah alhumaid,5,"محمصة شفل 😍

المكان جداً جميل 👌🏻

تقدر تتذوق من عندهم قهوة اليوم واللي يعطونك فيها خيارات بتنوع البن الموجود ، طبعاً عندهم حلا وكيك وشوكلاته مختصة من إعدادهم وتحضيرهم ☕️🍫

مكان يستحق الزيارة والتجربة 👏🏻",2022-12-24 05:07:48.391000+00:00,Positive,False,False,ar,محمصه شفل المكان جدا جميل تقدر تذوق من عندهم قهوه اليوم والي يعطونك فيها خيارات بتنوع البن الموجود ، طبعا عندهم حلا وكيك وشوكلاته مختصه من اعدادهم وتحضيرهم مكان يستحق الزياره والتجربه,positive
